,Fecha,FP,TC,Importe,IVA,RET ISR,RET IVA,TOTAL MX,TOTAL SAT
29,2023-01-01,4.0,1.0,750.98,44.32,0.0,0.0,795.3000000000001,795.3
30,2023-01-01,4.0,1.0,349.0,0.0,0.0,0.0,349.0,349.0
31,2023-01-01,99.0,1.0,17160.0,2745.6,0.0,0.0,19905.6,19905.6
32,2023-01-01,1.0,1.0,604.73,96.76,0.0,0.0,701.49,701.49
33,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2023-01-01,1.0,1.0,406.55,65.05,0.0,0.0,471.6,471.6
37,2023-01-01,99.0,1.0,6847.94,1095.67,0.0,0.0,7943.61,7943.61
38,2023-01-01,3.0,1.0,335.0,53.6,0.0,0.0,388.6,388.6
39,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2023-01-01,99.0,1.0,3900.0,624.0,0.0,0.0,4524.0,4524.0
41,2023-01-01,99.0,1.0,9277.64,1484.42,0.0,0.0,10762.06,10762.06
42,2023-01-01,4.0,1.0,1703.31,272.52,0.0,0.0,1975.83,1975.83
43,2023-01-01,4.0,1.0,2273.63,267.69,0.0,0.0,2541.32,2541.32
44,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2023-01-01,3.0,1.0,4396.55,703.45,0.0,0.0,5100.0,5100.0
47,2023-01-01,99.0,1.0,560.35,89.66,0.0,0.0,650.01,650.01
48,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2023-01-01,99.0,1.0,7710.39,1233.66,0.0,0.0,8944.050000000001,8944.05
52,2023-01-01,99.0,1.0,140.09,22.41,0.0,3.9,158.6,158.6
53,2023-01-01,3.0,1.0,377.0,60.32,0.0,0.0,437.32,437.32
54,2023-01-01,1.0,1.0,571.0,0.0,0.0,0.0,571.0,571.0
55,2023-01-01,99.0,1.0,3072.96,491.67,0.0,0.0,3564.63,3564.63
56,2023-01-01,99.0,1.0,2822.38,451.58,0.0,0.0,3273.96,3273.96
57,2023-01-01,99.0,1.0,525.0,84.0,0.0,0.0,609.0,609.0
58,2023-01-01,99.0,1.0,2868.14,458.9,0.0,0.0,3327.04,3327.04
59,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2023-01-01,99.0,1.0,,,0.0,0.0,,
61,2023-01-01,99.0,1.0,9240.0,1478.4,0.0,0.0,10718.4,10718.4
62,2023-01-01,1.0,1.0,132.0,21.12,0.0,0.0,153.12,153.12
63,2023-01-01,3.0,1.0,522.47,83.6,0.0,0.0,606.07,606.07
64,2023-01-01,1.0,1.0,273.0,43.68,0.0,0.0,316.68,316.68
65,2023-01-01,3.0,1.0,5732.759999999999,917.24,0.0,0.0,6649.999999999999,6650.0
66,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
67,2023-01-01,99.0,1.0,8700.0,1392.0,0.0,0.0,10092.0,10092.0
68,2023-01-01,99.0,1.0,1500.0,240.0,0.0,0.0,1740.0,1740.0
69,2023-01-01,3.0,1.0,19920.13,0.0,0.0,0.0,19920.13,19920.13
70,2023-01-01,4.0,1.0,1651.34,16.41,0.0,0.0,1667.75,1667.75
71,2023-01-01,1.0,1.0,56.03,8.96,0.0,0.0,64.99000000000001,64.99
72,2023-01-01,99.0,1.0,5600.0,896.0,0.0,0.0,6496.0,6496.0
73,2023-01-01,99.0,1.0,454.61,72.74,0.0,0.0,527.35,527.35
74,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
75,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
76,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
77,2023-01-01,3.0,1.0,1992.01,318.73,0.0,0.0,2310.74,2310.74
78,2023-01-01,99.0,1.0,537.1500000000001,85.94,0.0,0.0,623.0900000000001,623.09
79,2023-01-01,99.0,1.0,6200.0,992.0,0.0,0.0,7192.0,7192.0
80,2023-01-01,3.0,1.0,5732.76,917.24,0.0,0.0,6650.0,6650.0
81,2023-01-01,99.0,1.0,14594.34,2335.1,0.0,0.0,16929.44,16929.44
82,2023-01-01,3.0,1.0,770.0,123.2,0.0,0.0,893.2,893.2
83,2023-01-01,1.0,1.0,193.01,30.88,0.0,0.0,223.89,223.89
84,2023-01-01,3.0,1.0,610.0,97.6,0.0,0.0,707.6,707.6
85,2023-01-01,3.0,1.0,1240.6,198.5,0.0,0.0,1439.1,1439.1
86,2023-01-01,99.0,1.0,560.35,89.66,0.0,0.0,650.01,650.01
87,2023-01-01,3.0,1.0,,,,,28600.0,28600.0
88,2023-01-01,3.0,1.0,1058.32,169.33,0.0,0.0,1227.6499999999999,1227.65
89,2023-01-01,99.0,1.0,9100.0,1456.0,0.0,0.0,10556.0,10556.0
90,2023-01-01,99.0,1.0,10000.0,1600.0,125.0,,10408.32,10408.32
91,2023-01-01,1.0,1.0,220.0,0.0,0.0,0.0,220.0,220.0
92,2023-01-01,3.0,1.0,948.0,0.0,0.0,0.0,948.0,948.0
93,2023-01-01,3.0,1.0,3750.0,600.0,0.0,0.0,4350.0,4350.0
94,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
95,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
96,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
99,2023-01-01,1.0,1.0,347.82,55.65,0.0,0.0,403.46999999999997,403.47
100,2023-01-01,99.0,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0
101,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
102,2023-01-01,99.0,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84
103,2023-01-01,3.0,1.0,1241.38,198.62,0.0,0.0,1440.0,1440.0
104,2023-01-01,1.0,1.0,224.14,35.86,0.0,0.0,260.0,260.0
105,2023-01-01,99.0,1.0,7695.0,1231.2,0.0,0.0,8926.2,8926.2
106,2023-01-01,1.0,1.0,170.69,27.31,0.0,0.0,198.0,198.0
107,2023-01-01,99.0,1.0,2800.0,448.0,0.0,0.0,3248.0,3248.0
108,2023-01-01,99.0,1.0,20803.73,3328.59,0.0,0.0,24132.32,24132.32
109,2023-01-01,99.0,1.0,944.0,151.04,0.0,0.0,1095.04,1095.04
110,2023-01-01,99.0,1.0,3448.0,551.68,0.0,0.0,3999.68,3999.68
111,2023-01-01,1.0,1.0,116.38,18.62,0.0,0.0,135.0,135.0
112,2023-01-01,1.0,1.0,198.51,31.76,0.0,0.0,230.26999999999998,230.27
113,2023-01-01,99.0,1.0,14806.52,2369.04,0.0,0.0,17175.56,17175.56
114,2023-01-01,3.0,1.0,19440.14,0.0,0.0,0.0,19440.14,19440.14
115,2023-01-01,3.0,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0
116,2023-01-01,3.0,1.0,810.0,129.6,0.0,0.0,939.6,939.6
117,2023-01-01,99.0,1.0,,,0.0,0.0,,
118,2023-01-01,3.0,1.0,1944.01,311.05,0.0,0.0,2255.06,2255.06
119,2023-01-01,99.0,1.0,443.74,71.0,0.0,0.0,514.74,514.74
120,2023-01-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
121,2023-01-01,1.0,1.0,86.9,13.9,0.0,0.0,100.80000000000001,100.8
122,2023-01-01,99.0,1.0,16649.94,2664.0,0.0,0.0,19313.94,19313.94
123,2023-01-01,1.0,1.0,288.79,46.21,3.61,0.0,331.39,331.39
124,2023-01-01,99.0,1.0,13600.0,2176.0,0.0,0.0,15776.0,15776.0
125,2023-01-01,3.0,1.0,1690.61,270.5,0.0,0.0,1961.11,1961.11
126,2023-01-01,99.0,1.0,1600.0,256.0,0.0,0.0,1856.0,1856.0
127,2023-01-01,1.0,1.0,189.66,30.34,0.0,0.0,220.0,220.0
128,2023-01-01,99.0,1.0,2296.37,367.42,0.0,14.49,2649.3,2649.3
129,2023-01-01,3.0,1.0,2556.1,408.98,0.0,0.0,2965.08,2965.08
130,2023-01-01,99.0,1.0,12000.0,1920.0,0.0,0.0,13920.0,13920.0
131,2023-01-01,3.0,1.0,3008.0,0.0,0.0,0.0,3008.0,3008.0
132,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
133,2023-01-01,99.0,1.0,19620.0,3139.2,0.0,0.0,22759.2,22759.2
134,2023-01-01,3.0,1.0,280.0,44.8,0.0,0.0,324.8,324.8
135,2023-01-01,3.0,1.0,633.6,101.38,0.0,0.0,734.98,734.98
136,2023-01-01,3.0,1.0,951.83,152.29,0.0,0.0,1104.1200000000001,1104.12
137,2023-01-01,99.0,1.0,,,0.0,0.0,,
138,2023-01-01,4.0,1.0,2086.97,55.03,0.0,0.0,2142.0,2142.0
139,2023-01-01,99.0,1.0,247.9,39.66,0.0,0.0,287.56,287.56
140,2023-01-01,99.0,1.0,329.31,52.69,0.0,0.0,382.0,382.0
141,2023-01-01,3.0,1.0,,0.0,0.0,0.0,,
142,2023-01-01,4.0,1.0,1223.91,190.17,0.0,0.0,1414.0800000000002,1414.08
143,2023-01-01,99.0,1.0,3700.0,592.0,0.0,0.0,4292.0,4292.0
144,2023-01-01,3.0,1.0,98.28,15.72,0.0,0.0,114.0,114.0
145,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
146,2023-01-01,99.0,1.0,1820.0,291.2,0.0,0.0,2111.2,2111.2
147,2023-01-01,1.0,1.0,469.83,75.17,0.0,0.0,545.0,545.0
148,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
149,2023-01-01,3.0,1.0,2887.0,461.92,0.0,0.0,3348.92,3348.92
150,2023-01-01,3.0,1.0,1485.0,237.6,0.0,0.0,1722.6,1722.6
151,2023-01-01,99.0,1.0,3800.14,608.02,0.0,0.0,4408.16,4408.16
152,2023-01-01,99.0,1.0,620.0,99.2,0.0,0.0,719.2,719.2
153,2023-01-01,1.0,1.0,539.23,86.28,0.0,0.0,625.51,625.51
154,2023-01-01,3.0,1.0,522.47,83.6,0.0,0.0,606.07,606.07
155,2023-01-01,99.0,1.0,560.35,89.66,0.0,0.0,650.01,650.01
156,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
157,2023-01-01,99.0,1.0,7741.17,1238.59,0.0,0.0,8979.76,8979.76
158,2023-01-01,99.0,1.0,190.0,30.4,0.0,0.0,220.4,220.4
159,2023-01-01,3.0,1.0,21668.65,0.0,0.0,0.0,21668.65,21668.65
160,2023-01-01,3.0,1.0,4284.0,685.44,0.0,0.0,4969.4400000000005,4969.44
161,2023-01-01,99.0,1.0,2250.0,360.0,0.0,0.0,2610.0,2610.0
162,2023-01-01,99.0,1.0,9950.0,1592.0,0.0,0.0,11542.0,11542.0
163,2023-01-01,99.0,1.0,343.97,55.03,0.0,0.0,399.0,399.0
164,2023-01-01,4.0,1.0,306.5,49.04,0.0,0.0,355.54,355.54
165,2023-01-01,99.0,1.0,2882.65,461.22,0.0,0.0,3343.87,3343.87
166,2023-01-01,99.0,1.0,6720.0,1075.2,0.0,0.0,7795.2,7795.2
167,2023-01-01,99.0,1.0,7800.0,1248.0,0.0,0.0,9048.0,9048.0
168,2023-01-01,3.0,1.0,4500.0,720.0,0.0,0.0,5220.0,5220.0
169,2023-01-01,3.0,1.0,2166.87,346.69,0.0,0.0,2513.56,2513.56
170,2023-01-01,1.0,1.0,626.9,100.31,0.0,0.0,727.21,727.21
171,2023-01-01,99.0,1.0,1009.01,161.44,0.0,0.0,1170.45,1170.45
172,2023-01-01,99.0,1.0,185.45,29.67,0.0,0.0,215.12,215.12
173,2023-01-01,1.0,1.0,413.79,66.21,0.0,0.0,480.0,480.0
174,2023-01-01,1.0,1.0,91.38,14.62,0.0,0.0,106.0,106.0
175,2023-01-01,3.0,1.0,,,0.0,0.0,,
176,2023-01-01,99.0,1.0,575.0,92.0,0.0,0.0,667.0,667.0
177,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
178,2023-01-01,99.0,1.0,1506.88,241.1,0.0,0.0,1747.98,1747.98
179,2023-01-01,3.0,1.0,4669.56,747.13,0.0,0.0,5416.6900000000005,5416.69
180,2023-01-01,3.0,1.0,1278.7,204.59,0.0,0.0,1483.29,1483.29
181,2023-01-01,3.0,1.0,23593.47,,0.0,0.0,27368.43,27368.43
182,2023-01-01,99.0,1.0,166.48,26.63,0.0,4.72,188.39,188.39
183,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
184,2023-01-01,99.0,1.0,5850.0,936.0,0.0,0.0,6786.0,6786.0
185,2023-01-01,99.0,1.0,301.0,48.16,0.0,0.0,349.15999999999997,349.16
186,2023-01-01,3.0,1.0,6419.38,0.0,0.0,0.0,6419.38,6419.38
187,2023-01-01,99.0,1.0,5500.0,880.0,0.0,0.0,6380.0,6380.0
188,2023-01-01,99.0,1.0,330.0,52.8,0.0,0.0,382.8,382.8
189,2023-01-01,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
190,2023-01-01,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
191,2023-01-01,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
192,2023-01-01,4.0,1.0,4362.219999999999,216.96,0.0,0.0,4579.179999999999,4579.18
193,2023-01-01,99.0,1.0,2173.72,347.86,0.0,0.0,2521.58,2521.58
194,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
195,2023-01-01,99.0,1.0,1600.0,256.0,0.0,0.0,1856.0,1856.0
196,2023-01-01,99.0,1.0,2223.0,355.68,0.0,0.0,2578.68,2578.68
197,2023-01-01,31.0,1.0,126.34,20.21,0.0,0.0,146.55,146.55
198,2023-01-01,99.0,1.0,8400.0,1344.0,0.0,0.0,9744.0,9744.0
199,2023-01-01,99.0,1.0,-944.0,-151.04,0.0,0.0,-1095.04,-1095.04
200,2023-01-01,99.0,1.0,-944.0,-151.04,0.0,0.0,-1095.04,-1095.04
201,2023-01-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
202,2023-01-01,99.0,1.0,2003.0,320.48,0.0,0.0,2323.48,2323.48
203,2023-01-01,3.0,1.0,120.0,19.2,0.0,0.0,139.2,139.2
204,2023-01-01,99.0,1.0,3344.0,535.04,0.0,0.0,3879.04,3879.04
205,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
206,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
207,2023-01-01,3.0,1.0,,,,,28600.0,28600.0
208,2023-01-01,1.0,1.0,189.66,30.34,0.0,0.0,220.0,220.0
209,2023-01-01,3.0,1.0,10.0,1.6,0.0,0.0,11.6,11.6
210,2023-01-01,1.0,1.0,241.5,38.64,0.0,0.0,280.14,280.14
211,2023-01-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
212,2023-01-01,3.0,1.0,18817.57,742.09,0.0,0.0,19559.66,19559.66
213,2023-01-01,99.0,1.0,288.61,46.18,0.0,0.0,334.79,334.79
214,2023-01-01,5.0,1.0,12165.54,0.0,0.0,0.0,12165.54,12165.54
215,2023-01-01,3.0,1.0,700.0,112.0,0.0,0.0,812.0,812.0
216,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
217,2023-02-01,3.0,1.0,20628.92,0.0,0.0,0.0,20628.92,20628.92
218,2023-02-01,99.0,1.0,5551.38,888.22,0.0,0.0,6439.6,6439.6
219,2023-02-01,99.0,1.0,5551.98,888.32,0.0,0.0,6440.299999999999,6440.3
220,2023-02-01,99.0,1.0,8454.37,1352.7,0.0,0.0,9807.070000000002,9807.07
221,2023-02-01,3.0,1.0,505.0,80.8,0.0,0.0,585.8,585.8
222,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
223,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
224,2023-02-01,99.0,1.0,744.56,119.13,0.0,0.0,863.6899999999999,863.69
225,2023-02-01,1.0,1.0,82.5,13.2,0.0,0.0,95.7,95.7
226,2023-02-01,1.0,1.0,1079.31,172.69,0.0,0.0,1252.0,1252.0
227,2023-02-01,1.0,1.0,270.69,43.31,0.0,0.0,314.0,314.0
228,2023-02-01,1.0,1.0,417.66,66.83,0.0,0.0,484.49,484.49
229,2023-02-01,1.0,1.0,135.34,21.66,0.0,0.0,157.0,157.0
230,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
231,2023-02-01,3.0,1.0,2062.89,330.06,0.0,0.0,2392.95,2392.95
232,2023-02-01,99.0,1.0,1682.83,269.25,0.0,0.0,1952.08,1952.08
233,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
234,2023-02-01,99.0,1.0,,,0.0,0.0,,
235,2023-02-01,1.0,1.0,478.0,0.0,0.0,0.0,478.0,478.0
236,2023-02-01,1.0,1.0,323.28,51.72,0.0,0.0,375.0,375.0
237,2023-02-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
238,2023-02-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
239,2023-02-01,1.0,1.0,321.55,51.45,0.0,0.0,373.0,373.0
240,2023-02-01,99.0,1.0,17398.65,2783.78,0.0,0.0,20182.43,20182.43
241,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
242,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
243,2023-02-01,99.0,1.0,2772.69,443.63,0.0,0.0,3216.32,3216.32
244,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
245,2023-02-01,3.0,1.0,1717.25,0.0,0.0,0.0,1717.25,1717.25
246,2023-02-01,3.0,1.0,5226.53,836.24,0.0,0.0,6062.7699999999995,6062.77
247,2023-02-01,1.0,1.0,234.62,37.54,0.0,0.0,272.16,272.16
248,2023-02-01,99.0,1.0,9021.0,1443.36,0.0,0.0,10464.36,10464.36
249,2023-02-01,99.0,1.0,3000.0,480.0,0.0,0.0,3480.0,3480.0
250,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
251,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
252,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
253,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
254,2023-02-01,99.0,1.0,10164.6,1626.33,0.0,0.0,11790.93,11790.93
255,2023-02-01,3.0,1.0,164.24,26.28,0.0,0.0,190.52,190.52
256,2023-02-01,3.0,1.0,4396.55,703.45,0.0,0.0,5100.0,5100.0
257,2023-02-01,99.0,1.0,2505.5499999999997,382.48,0.0,0.0,2888.0299999999997,2888.03
258,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
259,2023-02-01,3.0,,0.0,0.0,0.0,0.0,0.0,0.0
260,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
261,2023-02-01,3.0,1.0,1762.25,0.0,0.0,0.0,1762.25,1762.25
262,2023-02-01,1.0,1.0,187.93,30.07,0.0,0.0,218.0,218.0
263,2023-02-01,3.0,1.0,428.0,68.48,0.0,0.0,496.48,496.48
264,2023-02-01,3.0,1.0,1452.0,232.32,0.0,0.0,1684.32,1684.32
265,2023-02-01,3.0,1.0,2914.0,466.24,0.0,0.0,3380.24,3380.24
266,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
267,2023-02-01,3.0,1.0,1827.6,292.42,0.0,0.0,2120.02,2120.02
268,2023-02-01,99.0,1.0,19620.0,3139.2,0.0,0.0,22759.2,22759.2
269,2023-02-01,3.0,1.0,335.0,53.6,0.0,0.0,388.6,388.6
270,2023-02-01,99.0,1.0,343.97,55.03,0.0,0.0,399.0,399.0
271,2023-02-01,99.0,1.0,2994.0,479.04,0.0,0.0,3473.04,3473.04
272,2023-02-01,1.0,1.0,397.2,63.55,0.0,0.0,460.75,460.75
273,2023-02-01,1.0,1.0,241.0,38.56,3.01,0.0,276.55,276.55
274,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
275,2023-02-01,99.0,1.0,5884.0,941.44,0.0,0.0,6825.4400000000005,6825.44
276,2023-02-01,3.0,1.0,377.0,60.32,0.0,0.0,437.32,437.32
277,2023-02-01,1.0,1.0,83.62,13.38,0.0,0.0,97.0,97.0
278,2023-02-01,99.0,1.0,350.0,0.0,0.0,0.0,350.0,350.0
279,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
280,2023-02-01,3.0,1.0,21873.23,0.0,0.0,0.0,21873.23,21873.23
281,2023-02-01,99.0,1.0,8394.04,1343.05,0.0,0.0,9737.09,9737.09
282,2023-02-01,99.0,1.0,14250.0,2280.0,0.0,0.0,16530.0,16530.0
283,2023-02-01,99.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
284,2023-02-01,99.0,1.0,2111.39,337.82,0.0,0.0,2449.21,2449.21
285,2023-02-01,3.0,1.0,2187.32,349.97,0.0,0.0,2537.29,2537.29
286,2023-02-01,99.0,1.0,3072.96,491.67,0.0,0.0,3564.63,3564.63
287,2023-02-01,99.0,1.0,7695.0,1231.2,0.0,0.0,8926.2,8926.2
288,2023-02-01,99.0,1.0,360.0,57.6,0.0,0.0,417.6,417.6
289,2023-02-01,1.0,1.0,656.03,104.96,0.0,0.0,760.99,760.99
290,2023-02-01,3.0,1.0,,,0.0,0.0,,
291,2023-02-01,99.0,1.0,9720.0,1555.2,0.0,0.0,11275.2,11275.2
292,2023-02-01,1.0,1.0,79.31,12.69,0.0,0.0,92.0,92.0
293,2023-02-01,1.0,1.0,1563.89,250.22,0.0,0.0,1814.1100000000001,1814.11
294,2023-02-01,1.0,1.0,264.0,0.0,0.0,0.0,264.0,264.0
295,2023-02-01,1.0,1.0,114.74,18.36,0.0,0.0,133.1,133.1
296,2023-02-01,3.0,1.0,10300.0,48.0,0.0,0.0,10348.0,10348.0
297,2023-02-01,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
298,2023-02-01,3.0,1.0,1809.0,289.44,0.0,0.0,2098.44,2098.44
299,2023-02-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
300,2023-02-01,1.0,1.0,379.31,60.69,0.0,0.0,440.0,440.0
301,2023-02-01,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
302,2023-02-01,1.0,1.0,231.9,37.1,0.0,0.0,269.0,269.0
303,2023-02-01,1.0,1.0,84.48,13.52,0.0,0.0,98.0,98.0
304,2023-02-01,28.0,1.0,140.52,22.48,0.0,0.0,163.0,163.0
305,2023-02-01,1.0,1.0,458.02,73.28,0.0,0.0,531.3,531.3
306,2023-02-01,3.0,1.0,1450.0,232.0,0.0,0.0,1682.0,1682.0
307,2023-02-01,99.0,1.0,,,0.0,0.0,,
308,2023-02-01,1.0,1.0,85.34,13.66,0.0,0.0,99.0,99.0
309,2023-02-01,3.0,1.0,22920.1,0.0,0.0,0.0,22920.1,22920.1
310,2023-02-01,99.0,1.0,741.16,118.59,0.0,0.0,859.75,859.75
311,2023-02-01,99.0,1.0,2000.0,320.0,0.0,0.0,2320.0,2320.0
312,2023-02-01,3.0,1.0,,,,,28600.0,28600.0
313,2023-02-01,99.0,1.0,5373.5,859.76,0.0,0.0,6233.26,6233.26
314,2023-02-01,3.0,1.0,2292.01,366.72,0.0,0.0,2658.7300000000005,2658.73
315,2023-02-01,99.0,1.0,2065.8,330.53,0.0,0.0,2396.33,2396.33
316,2023-02-01,99.0,1.0,5490.76,878.52,0.0,0.0,6369.280000000001,6369.28
317,2023-02-01,99.0,1.0,12238.0,1958.08,0.0,0.0,14196.08,14196.08
318,2023-02-01,3.0,1.0,1471.0,235.36,0.0,0.0,1706.3600000000001,1706.36
319,2023-02-01,4.0,1.0,1268.9,0.0,0.0,0.0,1268.9,1268.9
320,2023-02-01,4.0,1.0,356.5,0.0,0.0,0.0,356.5,356.5
321,2023-02-01,28.0,1.0,1164.14,186.26,0.0,0.0,1350.4,1350.4
322,2023-02-01,99.0,1.0,6324.0,1011.84,0.0,0.0,7335.84,7335.84
323,2023-02-01,99.0,1.0,2394.0,383.04,0.0,0.0,2777.04,2777.04
324,2023-02-01,99.0,1.0,560.35,89.66,0.0,0.0,650.01,650.01
325,2023-02-01,99.0,1.0,1024.31,163.89,0.0,0.0,1188.1999999999998,1188.2
326,2023-02-01,3.0,1.0,2778.59,444.57,0.0,0.0,3223.1600000000003,3223.16
